088,04,088,05,0.67073476
088,04,001,08,0.6816592
088,05,088,06,0.6180222
088,05,041,04,0.30928445
088,06,088,07,0.6242479
088,06,002,08,-0.06292701
088,07,088,08,0.7422375
088,07,009,09,0.09371793
088,08,088,09,0.7270504
088,08,003,09,0.5705712
088,09,088,10,0.60181415
088,09,083,09,-0.0273484
088,10,088,11,0.7475985
088,10,008,05,0.22852767
088,11,088,12,0.8245646
088,11,017,07,0.800581
089,01,089,02,0.9467874
089,01,056,02,0.55490196
089,02,089,03,0.8215014
089,02,018,03,0.74353254
089,03,089,04,0.8595134
089,03,020,06,0.64677143
089,04,089,05,0.8643364
089,04,020,04,0.77290535
089,05,089,06,0.884918
089,05,049,09,0.46033943
089,06,089,07,0.83394164
089,06,090,05,0.45486152
089,07,089,08,0.8373203
089,07,012,10,0.5347158
089,08,089,09,0.8271368
089,08,033,12,0.49219126
089,09,089,10,0.79770803
089,09,020,09,0.7690959
089,10,089,11,0.95202255
089,10,024,09,0.18605918
089,11,089,12,0.6987572
089,11,002,11,0.62545514
090,01,090,02,0.830617
090,01,063,12,0.89111567
090,02,090,03,0.9424897
090,02,072,11,0.27298152
090,03,090,04,0.8074199
090,03,029,12,-0.01764953
090,04,090,05,0.9368756
090,04,098,04,-0.18878996
090,05,090,06,0.8460458
090,05,033,12,0.6758157
090,06,090,07,0.8201924
090,06,083,02,0.32628238
090,07,090,08,0.91966236
090,07,091,08,0.76003313
090,08,090,09,0.79467624
090,08,039,06,0.5916561
090,09,090,10,0.85573506
090,09,017,08,0.23202634
090,10,090,11,0.87281996
090,10,028,12,-0.12756395
090,11,090,12,0.83227336
090,11,039,05,0.69778293
091,01,091,02,0.8644813
091,01,092,07,0.8082011
091,02,091,03,0.7201235
091,02,029,06,-0.00576603
091,03,091,04,0.63892245
091,03,072,05,0.23450893
091,04,091,05,0.8638677
091,04,028,06,0.34182864
091,05,091,06,0.8786551
091,05,092,12,0.5948107
091,06,091,07,0.85491127
091,06,037,12,0.2925369
091,07,091,08,0.82567036
091,07,012,07,0.50564396
091,08,091,09,0.9525819
091,08,086,10,0.6053286
091,09,091,10,0.81048346
091,09,067,11,0.42451334
091,10,091,11,0.8256476
091,10,079,12,0.13174587
091,11,091,12,0.7196883
091,11,024,07,0.72078264
092,01,092,02,0.7866001
092,01,068,11,-0.42650425
092,02,092,03,0.8133655
092,02,068,07,0.09472364
092,03,092,04,0.87610966
092,03,085,10,0.92817533
092,04,092,05,0.68859947
092,04,014,08,0.5933869
092,05,092,06,0.81773955
092,05,042,05,0.36121893
092,06,092,07,0.8529315
092,06,098,12,-0.07357931
092,07,092,08,0.7207103
092,07,002,06,0.06687391
092,08,092,09,0.7718447
092,08,030,12,0.44002634
092,09,092,10,0.88589215
092,09,012,04,0.26164627
092,10,092,11,0.5944358
092,10,098,08,-0.22795558
092,11,092,12,0.60030866
092,11,100,03,0.35842866
093,01,093,02,0.7320708
093,01,009,09,0.30790812
093,02,093,03,0.9636232
093,02,008,09,0.26073617
093,03,093,04,0.7958072
093,03,094,11,0.36620492
093,04,093,05,0.86292094
093,04,045,11,0.25452435
093,05,093,06,0.6924654
093,05,079,05,-0.0198431
093,06,093,07,0.7138262
093,06,058,10,0.6853446
093,07,093,08,0.5728457
093,07,083,02,0.37979496
093,08,093,09,0.60348916
093,08,090,08,0.77372664
093,09,093,10,0.7077606
093,09,030,09,0.44280976
093,10,093,11,0.8039371
093,10,024,08,0.483575
093,11,093,12,0.87989795
093,11,002,03,0.04730582
094,01,094,02,0.7185836
094,01,035,02,0.20386761
094,02,094,03,0.65313613
094,02,031,10,0.54221344
094,03,094,04,0.8152356
094,03,099,05,0.47614282
094,04,094,05,0.9130254
094,04,099,04,0.31614035
094,05,094,06,0.75260603
094,05,071,06,-0.197366
094,06,094,07,0.7947556
094,06,090,03,0.7227899
094,07,094,08,0.61782193
094,07,090,12,0.43843293
094,08,094,09,0.7977265
094,08,002,06,0.41922992
094,09,094,10,0.7132529
094,09,016,08,0.45842433
094,10,094,11,0.9138844
094,10,080,08,0.5533674
094,11,094,12,0.8228758
094,11,092,10,0.34423113
096,01,096,02,0.7685739
096,01,022,09,-0.17998636
096,02,096,03,0.86152655
096,02,071,11,0.5199944
096,03,096,04,0.8649782
096,03,030,05,0.17097002
096,04,096,05,0.9038713
096,04,071,02,0.6666017
096,05,096,06,0.85530734
096,05,098,10,0.28648508
096,06,096,07,0.5982429
096,06,053,04,-0.4774698
096,07,096,08,0.38639003
096,07,062,09,0.5199162
096,08,096,09,0.8826858
096,08,053,05,-0.49230123
096,09,096,10,0.89003354
096,09,067,03,0.24389642
096,10,096,11,0.94048107
096,10,059,03,0.09891039
096,11,096,12,0.83671725
096,11,047,03,-0.13397408
097,01,097,02,0.7289653
097,01,077,05,0.32499117
097,02,097,03,0.91733646
097,02,047,12,0.47032112
097,03,097,04,0.9230215
097,03,055,02,0.1415677
097,04,097,05,0.68892264
097,04,027,10,0.19423062
097,05,097,06,0.87911236
097,05,004,09,0.22646177
097,06,097,07,0.8265497
097,06,063,09,0.8247171
097,07,097,08,0.81126916
097,07,026,10,0.46136808
097,08,097,09,0.7312118
097,08,043,06,0.20613104
097,09,097,10,0.7071198
097,09,100,09,0.29851454
097,10,097,11,0.6616734
097,10,085,02,0.7039921
097,11,097,12,0.6999241
097,11,058,03,0.5327656
098,01,098,02,0.6942246
098,01,079,05,0.7357607
098,02,098,03,0.8821389
098,02,035,02,-0.32993293
098,03,098,04,0.9776772
098,03,029,05,0.5476527
098,04,098,05,0.969117
098,04,010,10,0.16209316
098,05,098,06,0.96020067
098,05,099,10,0.06624025
098,06,098,07,0.95798635
098,06,054,09,0.4737323
098,07,098,08,0.9425255
098,07,066,08,0.35408497
098,08,098,09,0.95194924
098,08,015,09,0.3661794
098,09,098,10,0.9058128
098,09,004,10,0.8761441
098,10,098,11,0.8912043
098,10,039,11,-0.4765451
098,11,098,12,0.8629505
098,11,023,10,-0.24560988
099,01,099,02,0.6606313
099,01,017,02,0.16623223
099,02,099,03,0.55988187
099,02,053,04,-0.27319407
099,03,099,04,0.7152574
099,03,029,04,0.40778106
099,04,099,05,0.92988515
099,04,004,04,0.23924637
099,05,099,06,0.7346792
099,05,091,09,0.42506433
099,06,099,07,0.679843
099,06,015,05,0.7672454
099,07,099,08,0.75019586
099,07,098,12,0.38246274
099,08,099,09,0.3827886
099,08,018,02,0.133546
099,09,099,10,0.36065507
099,09,071,11,-0.34286618
099,10,099,11,0.8126677
099,10,071,06,0.3228014
099,11,099,12,0.85760295
099,11,092,10,0.4890375
100,01,100,02,0.43291122
100,01,088,11,0.43658394
100,02,100,03,0.5834948
100,02,028,04,0.609046
100,03,100,04,0.91301566
100,03,047,02,0.38756728
100,04,100,05,0.6089885
100,04,033,05,0.24103993
100,05,100,06,0.9425087
100,05,006,04,0.18542552
100,06,100,07,0.90391797
100,06,049,02,0.8387349
100,07,100,08,0.752828
100,07,009,05,0.2721886
100,08,100,09,0.80795586
100,08,008,09,-0.07226813
100,09,100,10,0.6583818
100,09,092,05,0.07979113
100,10,100,11,0.69726205
100,10,020,03,0.69071937
100,11,100,12,0.46675837
100,11,007,02,0.4442199
